"genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TRINITY_DN11635_c0_g1",1815.12688089485,-10.1719841098528,0.95977567105125,-10.5982933477688,3.03467480124837e-26,1.51020591484125e-21
"TRINITY_DN1480_c0_g1",1172.27580729948,8.64943093833474,0.891575593853368,9.70128724694236,2.9771848086407e-22,7.40798010010021e-18
"TRINITY_DN61359_c0_g1",3475.62426661143,-8.71526462904412,0.91708056287073,-9.50327046705994,2.03399752971473e-21,3.37406290220844e-17
"TRINITY_DN93105_c0_g1",1037.87469787216,-7.90583639134448,0.874340221827227,-9.04205959417329,1.53747229250922e-19,1.91280771591804e-15
"TRINITY_DN182_c0_g1",1815.11486316388,-9.12159872871816,1.07279360840227,-8.50265946522847,1.85295863804199e-17,1.84424973244319e-13
"TRINITY_DN557_c0_g1",909.689838325364,13.0027123812323,1.63641601428056,7.94584767428404,1.92867307554599e-15,1.5996735934091e-11
"TRINITY_DN109361_c0_g1",506.751180130659,-7.08690744992474,0.920101556484651,-7.70231003303706,1.33628188585237e-14,9.50000972134904e-11
"TRINITY_DN8503_c1_g1",291.68083682059,-9.68569095269938,1.33593971395701,-7.2500958325512,4.1647685011794e-13,2.59074630576491e-09
"TRINITY_DN78153_c0_g1",267.585541502063,-7.3330764953932,1.01421552754694,-7.23029405113678,4.81949350660134e-13,2.66491215951128e-09
"TRINITY_DN78776_c0_g1",175.421700041141,11.6629660085837,1.66846424173205,6.99024031613423,2.74415784305682e-12,1.36563015059723e-08
"TRINITY_DN814_c0_g1",298.534164872443,-10.9508158780294,1.60683486914655,-6.81514702493715,9.41674098040113e-12,4.05649607625128e-08
"TRINITY_DN9050_c0_g1",287.464040996081,-5.28802094494011,0.776544631434198,-6.80968064279021,9.78156393349047e-12,4.05649607625128e-08
"TRINITY_DN64126_c0_g1",1284.17689229236,-5.13278046344016,0.764107172831549,-6.71735673468374,1.85050553495403e-11,7.08387753438363e-08
"TRINITY_DN3176_c0_g1",293.938951228175,-5.87666529972554,0.884287008446667,-6.64565377936339,3.01874096359601e-11,1.07305460038111e-07
"TRINITY_DN2479_c1_g1",261.326422491906,10.7578506571473,1.67408698566231,6.42610016640879,1.30919152054894e-10,4.34346106800786e-07
"TRINITY_DN34222_c0_g1",1010.96707779766,-5.44063040009616,0.862565754374707,-6.3074964111463,2.83585152635931e-10,8.30153830642772e-07
"TRINITY_DN88704_c0_g1",99.0244479249891,-8.59868543908199,1.36126659097135,-6.31667999208464,2.67242156210389e-10,8.30153830642772e-07
"TRINITY_DN13794_c0_g1",201.624529172389,-7.23039282560258,1.14851964369538,-6.2954019683448,3.06604280581924e-10,8.47675667953302e-07
"TRINITY_DN16644_c0_g1",415.783172909403,-7.64629755576542,1.21798613548489,-6.27781986428063,3.43353381635966e-10,8.99314791427044e-07
"TRINITY_DN4676_c0_g1",239.01238890878,-30,4.786611453297,-6.26748176506704,3.66933576100838e-10,9.1302247073291e-07
"TRINITY_DN33916_c0_g1",124.763030732027,-7.61592046482099,1.2270977292585,-6.20644980691397,5.41949190432992e-10,1.28429054580466e-06
"TRINITY_DN112799_c0_g1",105.068521730677,-29.6160339102622,4.78553280162098,-6.18865968283209,6.06779213737646e-10,1.37256216234791e-06
"TRINITY_DN1065_c6_g1",130.840511713181,-29.5050650155412,4.78582641189186,-6.16509302180848,7.04417178668735e-10,1.52414438680216e-06
"TRINITY_DN49075_c0_g1",314.3726298026,-6.40377302825298,1.04645871685318,-6.11947029072476,9.38869321508184e-10,1.94678465770228e-06
"TRINITY_DN12661_c0_g1",73.859195815084,-29.2368826463414,4.7855349977354,-6.10942823742315,9.99887026696198e-10,1.99037511534145e-06
"TRINITY_DN14840_c0_g1",138.473671963845,-7.45835620357167,1.22243643080602,-6.10122212952537,1.05260504014854e-09,2.01472653165355e-06
"TRINITY_DN77312_c0_g1",122.445562532467,-7.29575416153889,1.20790224350539,-6.04002037479976,1.54094768339974e-09,2.8401948690514e-06
"TRINITY_DN105386_c0_g1",611.494547159578,-5.97346702521958,0.990120544821925,-6.03307047455915,1.60873213091887e-09,2.85923408911349e-06
"TRINITY_DN92281_c0_g1",100.784560036177,-9.25273577589589,1.61119925932693,-5.74276317614569,9.31439536012781e-09,1.59838236240262e-05
