"genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TRINITY_DN18316_c0_g1",266.534802710101,5.47167486209223,1.19069343398859,4.59536830043918,4.31985568997722e-06,0.00293509509244295
"TRINITY_DN16340_c0_g1",85.3107953799762,-7.09466981186814,1.54848618557649,-4.58168104949987,4.61253023006437e-06,0.00308981056721255
"TRINITY_DN11722_c0_g1",61.788344328794,-11.178706648797,2.44326119892647,-4.57532197282419,4.75488153581882e-06,0.00314092945451498
"TRINITY_DN1593_c0_g1",114.60248420177,-8.42339572844603,1.84798088105995,-4.55816172925696,5.16032949506277e-06,0.00332118458076722
"TRINITY_DN3123_c0_g1",58.2571400490588,-10.8869185307249,2.38859614532712,-4.55787327297806,5.16741992339889e-06,0.00332118458076722
"TRINITY_DN4572_c0_g1",161.801056126795,-10.7057079725066,2.36712182602461,-4.52266877640426,6.10647593941745e-06,0.00387240136206178
"TRINITY_DN48598_c0_g1",26.0855995625118,-28.2154596830293,6.24735643676688,-4.51638384468925,6.2904596306115e-06,0.00388546169469498
"TRINITY_DN60498_c0_g1",53.7143854774503,-7.22604335276964,1.59971848956233,-4.51707184727647,6.27006357173082e-06,0.00388546169469498
"TRINITY_DN991_c3_g1",149.042693327691,-7.13893266742437,1.5826672389463,-4.51069719000267,6.46149039571852e-06,0.0039399351885996
"TRINITY_DN112184_c0_g1",71.3876522446541,-8.61546822114044,1.91340166123686,-4.50269715746522,6.70964615241194e-06,0.00403946178044132
"TRINITY_DN9752_c0_g1",144.933958173708,-5.478741267531,1.2211368075908,-4.48659088275301,7.23718538614335e-06,0.00430259717687955
"TRINITY_DN15531_c0_g1",405.824249212044,-5.34902981352498,1.19354891184968,-4.48161760311557,7.40793922404294e-06,0.00434974070907045
"TRINITY_DN17606_c0_g1",72.2390872578574,-10.9399494248905,2.45347751843875,-4.45895645779222,8.23596483192287e-06,0.00474972046640479
"TRINITY_DN572_c1_g1",54.8529203876196,-8.66569794664109,1.94403481637753,-4.45758371899355,8.28886690169672e-06,0.00474972046640479
"TRINITY_DN10002_c0_g1",95.467449500086,-11.0133623185321,2.47237073718644,-4.45457558321748,8.40593126881636e-06,0.00475945829852589
"TRINITY_DN6498_c0_g1",1422.29717939881,-3.6701491781011,0.826207139188741,-4.44216589765231,8.90578518971957e-06,0.00498315352245003
"TRINITY_DN108660_c0_g1",55.8711494741873,-10.7966327894733,2.44301844838878,-4.41938242283595,9.89833559367383e-06,0.00547412487407815
"TRINITY_DN2199_c0_g1",48.4188902886274,-11.1830813528304,2.53371423451582,-4.41371059154484,1.01613778079971e-05,0.00555500333248447
"TRINITY_DN57622_c0_g1",376.540443294515,-8.70122670586964,1.97301751523881,-4.41011123249784,1.03317535103028e-05,0.005583960553449
"TRINITY_DN14530_c0_g1",78.0455873766862,8.08218997306294,1.84152499552282,4.38885705744568,1.13947931278877e-05,0.00608930062871313
"TRINITY_DN13514_c0_g1",44.2858351290225,-11.3927256992829,2.59858793106153,-4.38419865000641,1.16413508251425e-05,0.00615193651771778
"TRINITY_DN11303_c0_g1",43.9672035762259,-11.2943207014095,2.58444307123977,-4.37011781265182,1.24179520144183e-05,0.00641967625823642
"TRINITY_DN3130_c0_g1",663.643465093279,-7.74701285903505,1.77246714608803,-4.37075117365831,1.23819830679038e-05,0.00641967625823642
"TRINITY_DN10998_c0_g1",105.955575958969,-9.50420979067875,2.17951832094534,-4.36069277295931,1.29651300890712e-05,0.0066304790555518
"TRINITY_DN10223_c0_g2",79.4119640617616,-6.5808926206137,1.51056652209438,-4.35657253378646,1.32114925440383e-05,0.00668459358390431
"TRINITY_DN9333_c0_g1",2394.60675336369,-5.48619252990947,1.26130267909581,-4.34962409961924,1.36371092418902e-05,0.00682731108056359
"TRINITY_DN18030_c0_g1",81.5181598886239,-10.8540042232501,2.50345564679915,-4.33560875629162,1.45357284065432e-05,0.00720139352857919
"TRINITY_DN11796_c0_g1",167.673019596837,-9.71537311663745,2.24255133229677,-4.33228572149882,1.47569260270254e-05,0.00723560988424077
"TRINITY_DN1593_c0_g3",70.6215090842408,-6.40446708060266,1.48127788771225,-4.32360945487007,1.53496927757872e-05,0.00737420947585068
"TRINITY_DN19923_c0_g1",84.779097216073,-9.96633753305806,2.30473435383001,-4.32428905157594,1.53024549371587e-05,0.00737420947585068
"TRINITY_DN12703_c0_g1",148.383945278476,-6.79857782067942,1.57408349808635,-4.31907063948299,1.56687627789719e-05,0.00743875353178706
"TRINITY_DN5099_c0_g1",1317.11064204541,-7.66989469718636,1.77655992274404,-4.31727328698239,1.57968526042449e-05,0.00743875353178706
"TRINITY_DN11563_c0_g1",110.815356048499,-10.5597748078459,2.45112845751816,-4.30812786472153,1.64642201007803e-05,0.00756161526823115
"TRINITY_DN303_c0_g1",819.51445462296,-24.4527437330742,5.67720177285814,-4.30718243096082,1.65347235738533e-05,0.00756161526823115
"TRINITY_DN467_c0_g1",333.315804383997,-8.14543732579746,1.89108710246759,-4.30727771088326,1.6527605283326e-05,0.00756161526823115
"TRINITY_DN13794_c0_g1",201.624529172389,-10.463947626845,2.43172713907089,-4.30309283419153,1.68430234035054e-05,0.00762924796280113
"TRINITY_DN6169_c0_g1",109.708388082341,-10.9187989736309,2.55441639406163,-4.27447889819934,1.91584848187503e-05,0.00859619524966587
"TRINITY_DN12941_c0_g1",103.543970731735,-5.19665049622497,1.21866167342985,-4.26422739758386,2.00595076400674e-05,0.0088458020596374
"TRINITY_DN89298_c0_g1",267.536004291782,-7.55804164810559,1.77255536657577,-4.2639241575321,2.00867648375946e-05,0.0088458020596374
"TRINITY_DN4950_c0_g1",62.0781938741059,-10.5268149016919,2.47434085528523,-4.25439158037038,2.09618194802153e-05,0.00914646877338091
"TRINITY_DN9893_c0_g1",40.0856540487015,-10.6695842225438,2.5123679275519,-4.24682392476662,2.16822220085206e-05,0.00937480146315679
"TRINITY_DN126_c1_g1",562.434650656045,-3.30777920924864,0.780538311681423,-4.23781787484983,2.25702736564793e-05,0.00967085392230462
"TRINITY_DN20429_c0_g1",40.3973507707178,-10.9648503591961,2.58944725348783,-4.23443665223423,2.2912536005487e-05,0.00972984932997293
"TRINITY_DN7878_c0_g1",112.030095989457,-6.79768531420028,1.61053829986557,-4.22075359199325,2.4348697429674e-05,0.0102244752164074
"TRINITY_DN8269_c0_g1",130.852248948295,5.22288827893793,1.23785946396116,4.21929017872888,2.45072680278052e-05,0.0102244752164074
"TRINITY_DN6929_c0_g1",136.627253070091,-6.21133021638988,1.472846458259,-4.21722860625408,2.47323208313247e-05,0.0102286427048577
"TRINITY_DN7801_c0_g1",44.5506758895272,-10.5881717482747,2.51730617734339,-4.20615173615821,2.59755866062413e-05,0.010622508616437
"TRINITY_DN806_c0_g1",212.617136743748,-5.29443407437187,1.25914064147204,-4.20479960696227,2.61313577957388e-05,0.010622508616437
"TRINITY_DN9800_c0_g1",103.04829650034,-8.70231478715485,2.07964270614317,-4.18452398647546,2.85764273622581e-05,0.0115179954387827
"TRINITY_DN112464_c0_g1",1540.56842758615,-3.92399677061246,0.938374773375214,-4.18169465116623,2.89344387276182e-05,0.0115427791805763
"TRINITY_DN1684_c0_g1",373.353402616208,-6.8324680346074,1.63447748943621,-4.18021543812401,2.91233048436567e-05,0.0115427791805763
"TRINITY_DN72939_c0_g1",881.545983329331,-6.6828048223304,1.60491163615976,-4.16397057119049,3.12760444664593e-05,0.0122935533129692
"TRINITY_DN47908_c0_g1",79.062895814935,-7.60202281263785,1.83080812885115,-4.15227717904452,3.29183212489863e-05,0.0127974605693255
"TRINITY_DN715_c0_g1",140.058869106611,-4.83525986705397,1.16482977394545,-4.1510441913553,3.30961848999608e-05,0.0127974605693255
"TRINITY_DN17946_c1_g1",52.0938147464535,-7.95798408400576,1.92766198824446,-4.12830886977917,3.65441019023035e-05,0.0140167260530279
"TRINITY_DN1116_c0_g1",295.066710569876,-7.80656544462961,1.89361721000017,-4.12256785764473,3.7467218806139e-05,0.0142558271491102
"TRINITY_DN127_c1_g1",42.1236473811513,-10.5457011856257,2.56259653615369,-4.11524055263657,3.86775832386714e-05,0.0144846026489327
"TRINITY_DN92281_c0_g1",100.784560036177,-7.88379976037506,1.9156029936789,-4.11557080793357,3.86222403581282e-05,0.0144846026489327
"TRINITY_DN7734_c0_g1",47.1999917938979,-10.5670938958211,2.57160552239929,-4.10914263629441,3.97130743847281e-05,0.0147561994594692
"TRINITY_DN12311_c0_g1",125.392630386518,-4.68530725627264,1.14113249780619,-4.10583982603252,4.02848565064878e-05,0.0148083803543885
"TRINITY_DN89193_c0_g1",7598.34526854091,-4.74755253490143,1.1571007443163,-4.10297250107347,4.07875744081262e-05,0.0148083803543885
"TRINITY_DN9436_c0_g1",63.5751392376798,-9.54332069349817,2.32577259146067,-4.10329054892878,4.07315200614104e-05,0.0148083803543885
"TRINITY_DN91949_c0_g1",83.2451186663512,6.93315920267768,1.69096619805013,4.10011696902776,4.12941371329784e-05,0.0148787155771332
"TRINITY_DN14283_c1_g1",78.3070036982618,-5.5955568243724,1.36655430734473,-4.0946465093252,4.22812979758006e-05,0.0151198557370455
"TRINITY_DN16765_c0_g1",81.5219317958578,5.96625229970995,1.45782441092084,4.09257264113266,4.2661353708689e-05,0.0151419152517833
"TRINITY_DN8197_c0_g1",74.5887286684993,-10.7002010539807,2.61620572700602,-4.08996928013991,4.31430327066542e-05,0.0151994502115643
"TRINITY_DN16306_c0_g1",64.6407088332863,-10.0535046743437,2.47963977299491,-4.05442144614459,5.0258535466917e-05,0.0174742609780914
"TRINITY_DN95756_c0_g1",67.5120688308267,-10.0442408130138,2.47757153797075,-4.05406691959359,5.03348069636575e-05,0.0174742609780914
"TRINITY_DN4427_c0_g1",42.7726075799223,-10.5466481240913,2.60954923000189,-4.0415593631409,5.30969354417108e-05,0.0182995894677044
"TRINITY_DN10836_c0_g1",136.242899185418,-9.67495030871789,2.39778885503821,-4.03494673369132,5.46146860071933e-05,0.018687259576893
"TRINITY_DN73648_c0_g1",37.6472230710052,-10.6232732550276,2.63623402867763,-4.02971554856848,5.58443881295903e-05,0.0189715353130817
"TRINITY_DN11975_c0_g1",81.7437738473576,-10.1070250811989,2.51214314548324,-4.02326798111444,5.73961255677486e-05,0.0192240642825894
"TRINITY_DN15248_c3_g1",36.6710140665444,-11.0454437385302,2.74516971214976,-4.02359230820757,5.73171039480851e-05,0.0192240642825894
"TRINITY_DN1883_c0_g1",244.944852929348,-11.211751630419,2.78914270056627,-4.01978415379847,5.82514855528661e-05,0.0193741182124466
"TRINITY_DN16365_c0_g1",39.6400335981948,-9.77068634411368,2.44277548043796,-3.99982987481188,6.33880349477719e-05,0.0209360995149374
"TRINITY_DN12633_c0_g1",273.797940323256,-7.22938615474929,1.80850770745244,-3.99743176374569,6.40334411918363e-05,0.0210034103208616
"TRINITY_DN15198_c0_g1",34.3807406764556,-10.4418467548991,2.61793478460207,-3.98858169283475,6.64695129359723e-05,0.0215307761445975
"TRINITY_DN27842_c0_g1",136.331606971738,-9.0751071569204,2.27634699640415,-3.98669762178436,6.69993244338938e-05,0.0215307761445975
"TRINITY_DN3422_c0_g1",174.699014519662,-5.83966778596624,1.46445252985773,-3.98761152506156,6.67418325010572e-05,0.0215307761445975
"TRINITY_DN1072_c0_g1",407.618633729508,-5.54404082478354,1.39353036340705,-3.97841408437553,6.93764712513379e-05,0.0215574223549257
"TRINITY_DN116273_c0_g1",76.4248348502987,-9.89875501074351,2.48525279754115,-3.98299723092038,6.80515487950892e-05,0.0215574223549257
"TRINITY_DN12656_c0_g1",31.9852890495003,-10.5298534405482,2.64603311442148,-3.97948664480355,6.90642395240789e-05,0.0215574223549257
"TRINITY_DN1797_c0_g1",92.6731826459573,-9.11393274459379,2.2893443620677,-3.98102308049552,6.86192852475471e-05,0.0215574223549257
"TRINITY_DN25_c0_g1",188.386826332902,-7.54276024992509,1.89538721675971,-3.97953525444786,6.90501203719543e-05,0.0215574223549257
"TRINITY_DN57679_c0_g1",20.6787843420195,10.2090046593064,2.56719787178759,3.97671125062036,6.98749257890821e-05,0.0215574223549257
"TRINITY_DN7963_c0_g1",123.410918735883,-8.53055391852244,2.1458243751262,-3.97542036403643,7.02550506720524e-05,0.0215574223549257
"TRINITY_DN65933_c0_g1",53.6657990461957,-10.1224153689622,2.54789480307627,-3.97285451375017,7.1016427942501e-05,0.0216513610857262
"TRINITY_DN201_c1_g1",74.6318021209363,-4.49015543112474,1.13647206792367,-3.95095977970513,7.78384061506903e-05,0.0235800792033948
"TRINITY_DN19338_c0_g1",41.1218424624113,9.63882635364965,2.44767699185882,3.93794866957903,8.21811686608392e-05,0.0246102089745881
"TRINITY_DN8600_c0_g1",32.34088682206,-10.369626141838,2.63343656792509,-3.93767834324876,8.22737795033643e-05,0.0246102089745881
"TRINITY_DN41587_c0_g1",78.8438821546686,-10.0170404295464,2.55383373881898,-3.92235417571809,8.76879653557616e-05,0.0252759231532447
"TRINITY_DN5258_c0_g2",93.5775202338435,-8.60153025903467,2.19013669608289,-3.92739424640421,8.58711584856287e-05,0.0252759231532447
"TRINITY_DN5767_c0_g1",241.738163495203,-5.01181814748944,1.27567833063123,-3.92874757464093,8.5389412638723e-05,0.0252759231532447
"TRINITY_DN60697_c0_g1",33.5320927344164,-10.2629258396468,2.61554724219729,-3.92381589369613,8.71573513523952e-05,0.0252759231532447
"TRINITY_DN8058_c0_g2",138.963021880335,-3.69808628778619,0.942692926063958,-3.92289597761901,8.74909324410719e-05,0.0252759231532447
"TRINITY_DN9448_c0_g1",50.5775472880293,-9.32977087142839,2.37690627119543,-3.92517407374928,8.66670425110788e-05,0.0252759231532447
"TRINITY_DN7894_c0_g2",50.5715896698452,-10.5424967123713,2.69166722095467,-3.9167162382845,8.97633014726522e-05,0.0257182673574748
"TRINITY_DN8494_c0_g1",46.1189766480126,-10.2302609049236,2.61394310173469,-3.91372746336158,9.08822078591394e-05,0.0258829262753804
"TRINITY_DN29751_c0_g1",36.4156651783974,-10.1661799721915,2.60109744056421,-3.90841950541704,9.29018897165103e-05,0.0261450105136506
"TRINITY_DN59772_c0_g1",37.6998054635758,-10.0656742924615,2.57506050917077,-3.90890787094666,9.27143102989344e-05,0.0261450105136506
"TRINITY_DN4951_c0_g1",129.875696657663,4.94041084239923,1.26465609875613,3.9065251393311,9.36329059209643e-05,0.0261957331676881
"TRINITY_DN25624_c0_g1",51.4890517200047,-11.2531905923439,2.88498543016064,-3.9006056927356,9.59523237043724e-05,0.0266876518579161
"TRINITY_DN7884_c0_g1",51.174926802223,-9.16142575712388,2.35013833052431,-3.89824957881521,9.6890528413967e-05,0.0267919210575389
"TRINITY_DN79545_c0_g1",54.198372813891,-8.29246756840222,2.1311950560109,-3.89099418423191,9.9834326090302e-05,0.0274463605964211
"TRINITY_DN15356_c0_g1",76.8367587216702,-9.70220182573921,2.49688531155866,-3.88572185547549,0.000102026269141775,0.0278877665899539
"TRINITY_DN393_c0_g1",541.231555646499,-4.52801805696804,1.1671255392332,-3.87963240007834,0.000104614445414558,0.028431815076353
"TRINITY_DN903_c0_g1",394.107145624977,-7.17395274232095,1.85297196700895,-3.87159270083351,0.000108126520446799,0.029219349085058
"TRINITY_DN4601_c2_g1",50.7994982335183,-6.22740114486761,1.61632584037881,-3.85281295967411,0.000116768587167203,0.0313764450523127
"TRINITY_DN73781_c0_g1",36.7864227740973,-10.6576275923548,2.7704606987798,-3.84687918404645,0.000119631923584533,0.0317866699307484
"TRINITY_DN8605_c0_g1",37.825398998806,-9.31678624810807,2.4212275087947,-3.84795985270546,0.000119105565694833,0.0317866699307484
"TRINITY_DN12569_c0_g1",49.9048214557491,-21.9443079160643,5.71220119638434,-3.8416552851735,0.000122207384053459,0.0319730051133382
"TRINITY_DN18909_c0_g1",60.9541866954669,-6.97380058355369,1.81425184014341,-3.8438988619146,0.000121094927871719,0.0319730051133382
"TRINITY_DN88841_c0_g1",63.2806027014262,-10.6987907774097,2.78612593085527,-3.84002412056281,0.000123022222740079,0.0319730051133382
"TRINITY_DN96159_c0_g1",46.5087556427375,-10.1454122845425,2.64124609881997,-3.84114615032473,0.000122461171539592,0.0319730051133382
"TRINITY_DN11912_c0_g1",137.370513758813,-9.58295037452292,2.49941962952897,-3.83407022226551,0.000126040133765832,0.0320566566953835
"TRINITY_DN26863_c0_g1",81.535442234467,-9.35414672315315,2.43928043351008,-3.83479758811197,0.000125667739882481,0.0320566566953835
"TRINITY_DN6292_c1_g1",89.7826717357088,7.29972178567771,1.90376465572241,3.83436143944364,0.000125890912865384,0.0320566566953835
"TRINITY_DN74266_c0_g1",191.449094912516,-10.2713281392456,2.67890929323671,-3.83414554765892,0.00012600152074292,0.0320566566953835
"TRINITY_DN12293_c0_g1",152.223261178505,-10.1579905333734,2.6553065229829,-3.82554347132858,0.000130483905380171,0.0330103458712037
"TRINITY_DN15371_c0_g1",159.995020191587,-6.77159570151391,1.77233685385843,-3.82071595857862,0.000133064831036167,0.0334851662905351
"TRINITY_DN10639_c0_g1",30.7955659888353,-9.98406235091413,2.61694343934777,-3.81516168855468,0.000136093792935201,0.0335376004445133
"TRINITY_DN14743_c0_g1",137.026568676938,-6.14743281055189,1.61014488778484,-3.8179376633672,0.000134571915789869,0.0335376004445133
"TRINITY_DN16473_c0_g2",48.4967223241869,-5.99498058786994,1.570786250735,-3.8165476588968,0.000135331944716677,0.0335376004445133
"TRINITY_DN23157_c0_g1",44.3738914367794,-9.91748997477847,2.59943320652785,-3.81525093619375,0.000136044613315934,0.0335376004445133
"TRINITY_DN6907_c0_g1",1544.58835008952,2.75144908908245,0.722017882596992,3.81077692866262,0.000138530730526511,0.0339621653328421
"TRINITY_DN26495_c0_g1",43.0838027830317,5.45639212312795,1.43362640477227,3.80600699384766,0.000141228390449433,0.0340962613104847
