"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TRINITY_DN1480_c0_g1",1172.27580729948,-9.39230663765264,1.21955125549097,-7.70144476942992,1.34536323663703e-14,4.61957374564056e-10
"TRINITY_DN136_c0_g1",21797.5033166909,-11.7487426051903,1.65826872906274,-7.08494491832497,1.39099616987045e-12,2.38813177424208e-08
"TRINITY_DN814_c0_g1",298.534164872443,11.3735706104234,1.71795316833329,6.62041947363311,3.58180994276557e-11,4.09962026682471e-07
"TRINITY_DN775_c0_g1",1070.88012679087,-14.228943795124,2.26136186537754,-6.29220117884512,3.12995463304891e-10,2.68683130587501e-06
"TRINITY_DN12633_c0_g1",273.797940323256,-10.9845060516719,1.79512216233745,-6.11908553196673,9.41138810942414e-10,6.46317667026593e-06
"TRINITY_DN11635_c0_g1",1815.12688089485,7.43975902339809,1.22325978662994,6.08191252971252,1.18757354763066e-09,6.79628548416563e-06
"TRINITY_DN715_c1_g1",372.011682187137,-8.45820839674491,1.47836036336803,-5.72134413660499,1.05684584325486e-08,5.18413081712033e-05
"TRINITY_DN201_c0_g1",299.244481384378,-4.88152342978628,0.860416620038213,-5.67344158178799,1.39956842302249e-08,6.00712261766541e-05
"TRINITY_DN7222_c0_g1",254.094517922866,4.79687102377278,0.849886436261526,5.64413175585343,1.6601690420762e-08,6.33391382197449e-05
"TRINITY_DN303_c0_g1",819.51445462296,-31.8913538615365,5.67515162206113,-5.6194716873404,1.91542263361151e-08,6.57698669703186e-05
"TRINITY_DN4403_c0_g1",3177.78289334502,-13.7863704360319,2.47397838080925,-5.57255089331959,2.51036121724359e-08,7.83620664695391e-05
"TRINITY_DN1033_c2_g1",815.07896058727,-6.36614279567415,1.1601450672774,-5.48736789495994,4.07966902381365e-08,0.000112127189782604
"TRINITY_DN729_c5_g1",888.53255364964,-34.2489728500747,6.24942704268657,-5.48033805597503,4.24513925844962e-08,0.000112127189782604
"TRINITY_DN32321_c0_g1",153.628299266489,5.07930758407699,0.929610102208691,5.4639117754948,4.65755080384761e-08,0.000114233087108368
"TRINITY_DN2632_c1_g1",80.4357481902855,10.235014202704,1.87930973254937,5.44615612074745,5.14699647527379e-08,0.000117821611980984
"TRINITY_DN927_c0_g1",1057.03639418972,-33.8334515861536,6.24938182200377,-5.4138877331879,6.16708412404026e-08,0.000132349479729482
"TRINITY_DN104872_c0_g1",100.015694559881,11.5169930979468,2.14078233426119,5.37980574373597,7.45662552700826e-08,0.000142243417067157
"TRINITY_DN548_c0_g1",258.845428533964,-8.41647475090736,1.56200271775417,-5.38825871123227,7.11435933820393e-08,0.000142243417067157
"TRINITY_DN307_c0_g1",3502.52023365913,-9.47258846283278,1.77072131847046,-5.34956481521053,8.81659814417223e-08,0.000159334489724443
"TRINITY_DN2267_c0_g1",217.24174499359,-33.2753029492362,6.25004920442975,-5.32400655752473,1.01506244715866e-07,0.000174270996240435
"TRINITY_DN89298_c0_g1",267.536004291782,-9.32114917020467,1.7719758061782,-5.26031401653758,1.43809596483544e-07,0.00023514238640264
"TRINITY_DN3882_c0_g1",126.368819407926,-32.0775519776263,6.25114529447619,-5.13146798970926,2.87491121936597e-07,0.000448708302451679
"TRINITY_DN1068_c1_g1",275.726321607198,-7.05653306728331,1.39451859744713,-5.06019287243737,4.18832593840581e-07,0.000592081383636763
"TRINITY_DN2479_c1_g1",261.326422491906,-9.47677259877597,1.87484592386564,-5.05469408346705,4.31081183298456e-07,0.000592081383636763
"TRINITY_DN4676_c0_g1",239.01238890878,30.8283812759935,6.08112837839436,5.06951660246536,3.98827348421197e-07,0.000592081383636763
"TRINITY_DN73006_c0_g1",333.271632718795,-11.2687024280737,2.24707420883137,-5.0148332368312,5.30794829007958e-07,0.000700996232447933
"TRINITY_DN14630_c0_g1",75.3428882131042,-31.0002766821612,6.2501085385569,-4.95995813367409,7.0508373926335e-07,0.000896683716855024
"TRINITY_DN4930_c0_g1",375.659790224741,-12.538434765341,2.53362988909874,-4.94880282999864,7.46713418627503e-07,0.000915710666264734
"TRINITY_DN15701_c0_g1",1079.03648592615,-6.43284976956825,1.30948110119775,-4.91251822090772,8.99140243219875e-07,0.00102912595104803
"TRINITY_DN3999_c0_g1",725.15155947716,-30.7238429364142,6.24941810233894,-4.91627259262992,8.82075532191176e-07,0.00102912595104803
