"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TRINITY_DN887_c0_g1",1132.41829630106,4.40477508897154,0.481902637164828,9.14038386443806,6.2231039741967e-20,3.49626427478319e-15
"TRINITY_DN1567_c1_g1",170.140652059609,5.77948153363649,0.638023032974409,9.05842145963453,1.32351973925553e-19,3.71789929954271e-15
"TRINITY_DN858_c0_g2",277.042780269986,-6.00601457530847,0.66993800130016,-8.96503044110424,3.10195169336633e-19,5.8091283345569e-15
"TRINITY_DN3468_c0_g1",226.14915409504,-9.10763726592623,1.02261761185298,-8.90620028479976,5.28114801397094e-19,7.41763644302289e-15
"TRINITY_DN36854_c0_g1",265.20620834654,8.66938224969007,1.02550369791832,8.45377960829212,2.82021428003788e-17,3.16890557362177e-13
"TRINITY_DN1055_c0_g1",727.997347292275,4.15243275487669,0.505615351497931,8.21263188029148,2.16392180661455e-16,2.02622424898697e-12
"TRINITY_DN939_c0_g1",742.139008842268,4.60839007991792,0.601020410675012,7.66760994812505,1.75230799560908e-14,1.40640239727585e-10
"TRINITY_DN92103_c0_g1",223.444907322412,7.02749816697425,0.938494696485993,7.48805314860843,6.9902721884412e-14,4.90909340113754e-10
"TRINITY_DN1842_c2_g1",339.244311445989,-11.3187453581204,1.53419719447437,-7.37763398270213,1.61127193701892e-13,1.0058275551733e-09
"TRINITY_DN4256_c0_g1",5528.95794930074,5.3984741930967,0.735291368781082,7.34195235019002,2.10500344315751e-13,1.18263303443475e-09
"TRINITY_DN1366_c0_g1",162.571841780607,-11.6751548795257,1.59460239807121,-7.32167146722447,2.44901133080009e-13,1.20966914190179e-09
"TRINITY_DN3249_c1_g1",98.8871198487218,-6.4307961491752,0.879186752191804,-7.31448254098835,2.58375097056379e-13,1.20966914190179e-09
"TRINITY_DN3561_c0_g1",129.73556904979,-7.21828093483772,0.993362027279227,-7.26651586895088,3.68877899861178e-13,1.59417678230775e-09
"TRINITY_DN37199_c0_g1",1738.63425116723,5.40433981487607,0.789334128399356,6.84670739606206,7.55690609508731e-12,3.03258641595854e-08
"TRINITY_DN1916_c0_g1",126.56983127105,8.46282680886444,1.25642714433157,6.73562876052536,1.63222545742365e-11,6.11344604326503e-08
"TRINITY_DN7600_c0_g1",100.466671027872,-10.9795433438639,1.64096257755985,-6.69091635239528,2.21777413361035e-11,7.78743664840604e-08
"TRINITY_DN108213_c0_g1",196.363415967767,6.72796643472762,1.00953579369867,6.66441593920919,2.65719936662425e-11,8.78157498915786e-08
"TRINITY_DN8526_c0_g1",125.624024623416,-8.69722042833211,1.32566789786966,-6.56063290233433,5.35798763792662e-11,1.58432874459996e-07
"TRINITY_DN97555_c0_g1",265.529427853863,6.86827495960134,1.04646493096118,6.56331115968962,5.26258701429433e-11,1.58432874459996e-07
"TRINITY_DN1298_c0_g1",225.346783475033,9.5668836299931,1.46783342632454,6.51769026268096,7.13982298936872e-11,2.00564767594357e-07
"TRINITY_DN4326_c0_g1",85.8119332440334,-10.7313019404918,1.66190652368517,-6.45722354870829,1.06641313844161e-10,2.85301061637746e-07
"TRINITY_DN70191_c0_g1",124.57298019702,-10.5609639982866,1.63958375878143,-6.4412470187773,1.18495831760562e-10,3.02606037271451e-07
"TRINITY_DN194_c0_g1",3090.14646485001,3.15128816320928,0.509256511176032,6.18801742157792,6.09255965644668e-10,1.48822689834125e-06
"TRINITY_DN72282_c0_g1",66.8042402227714,-10.4089014672279,1.70293974963585,-6.11231340947541,9.8197091300639e-10,2.29871207643854e-06
"TRINITY_DN4444_c0_g1",245.555664072096,3.0488183118193,0.500796621972087,6.08793705479353,1.14374818288262e-09,2.57032241642847e-06
"TRINITY_DN9260_c0_g1",66.2499604988261,-10.255907968598,1.68735483109638,-6.07809796706135,1.21616450233935e-09,2.62794438732422e-06
"TRINITY_DN12855_c0_g1",59.2733359992243,-9.96405873614125,1.65848150442477,-6.00794082391484,1.87894390991271e-09,3.90973432395243e-06
"TRINITY_DN13072_c0_g1",97.1940320227929,-9.52900160405529,1.59101175795413,-5.98927164203272,2.10782857562053e-09,4.22935803698259e-06
"TRINITY_DN4179_c0_g1",1024.49734176938,-5.28072042662713,0.884317740680207,-5.97151926700607,2.35054295424391e-09,4.55373118121832e-06
"TRINITY_DN2588_c2_g1",890.218125878809,4.78108323006626,0.80272717915358,5.95605001827342,2.58407272823616e-09,4.83927913392547e-06
"TRINITY_DN7953_c0_g1",59.7468731900345,-10.250077201078,1.72498313941014,-5.94213181966695,2.81339032175189e-09,5.09877080827951e-06
"TRINITY_DN67026_c0_g1",80.3869603016445,-8.81242487146885,1.48572517868877,-5.93139632946537,3.00369192189068e-09,5.27354436111444e-06
"TRINITY_DN64996_c0_g1",161.069896783841,5.45915192500991,0.922356111573794,5.91870304376808,3.24490235322926e-09,5.52439709118565e-06
"TRINITY_DN1021_c0_g1",1587.14899944154,3.46066333206797,0.589532015003048,5.87018727396862,4.35303147257668e-09,7.19300041742068e-06
"TRINITY_DN7510_c0_g1",52.0511528636001,-6.56828841916027,1.1271684187142,-5.82724667415091,5.63492923032494e-09,9.04518840051759e-06
"TRINITY_DN14991_c1_g1",336.748965675231,6.66993621250028,1.15036248204566,5.79811695583057,6.70636765597422e-09,1.04660318791096e-05
"TRINITY_DN139_c0_g2",3822.44607567849,4.48484105913434,0.775445849629595,5.78356446330406,7.31341438205983e-09,1.11049255895374e-05
"TRINITY_DN65278_c0_g1",58.9471674946661,-6.61193834439135,1.14474642953299,-5.77589776548922,7.65438419869713e-09,1.13168056066106e-05
"TRINITY_DN6218_c0_g1",146.650851886931,4.9122080402236,0.855959778780711,5.73883044740828,9.53326024628653e-09,1.37332724912018e-05
"TRINITY_DN11184_c0_g1",51.5076037175819,-10.0319819816298,1.75681653732597,-5.71031850423,1.12764936486134e-08,1.58383991541599e-05
"TRINITY_DN1378_c0_g1",643.094677216556,4.65340010980868,0.817835344046546,5.6898985152491,1.27114895948353e-08,1.74184611809033e-05
"TRINITY_DN64827_c0_g1",530.516579323878,2.62605953380671,0.462666963686999,5.67591753878343,1.3794722320868e-08,1.84527402245477e-05
"TRINITY_DN1567_c0_g1",396.644106973909,4.06664690601654,0.72479745573142,5.61073562532409,2.0146835054187e-08,2.57247610685076e-05
"TRINITY_DN781_c0_g1",323.778116412475,26.8510971807938,4.78483586214447,5.61170705838166,2.00340379924187e-08,2.57247610685076e-05
"TRINITY_DN35020_c0_g1",315.803180748159,5.35535869275593,0.962984416972019,5.56121012798439,2.67910383370813e-08,3.34483136856423e-05
"TRINITY_DN199_c2_g1",11662.091001448,2.13866318015299,0.385388523987972,5.54936913539164,2.86702261377357e-08,3.5016318366745e-05
"TRINITY_DN20706_c0_g1",46.2013897667067,-9.87459134604469,1.78670104523867,-5.52671717093311,3.26278311080507e-08,3.90020597300533e-05
"TRINITY_DN5812_c1_g1",253.267443083621,5.13643496436688,0.94255460290967,5.44948265968962,5.05165480517209e-08,5.91275146383705e-05
"TRINITY_DN11202_c0_g1",67.9216608169379,-5.76922041415368,1.06233508533211,-5.43069742665057,5.61342397497077e-08,6.37026480677936e-05
