"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TRINITY_DN64827_c0_g1",530.516579323878,5.18860213213188,0.589564866080323,8.80073157450494,1.35927118362188e-18,7.06209343450746e-14
"TRINITY_DN15140_c0_g1",299.33313211525,4.78436127957445,0.653058498311327,7.32608379179784,2.36975657230528e-13,6.15603513570603e-09
"TRINITY_DN105103_c0_g1",210.194982949657,12.0556701180029,1.66936294409196,7.22171901602891,5.13344598740416e-13,8.89027287585277e-09
"TRINITY_DN98140_c0_g1",13.6444313623939,-31.1123753141912,4.35970590104247,-7.13634727212947,9.58436879733644e-13,1.24488970216404e-08
"TRINITY_DN9269_c0_g1",568.118413743224,-6.61311419631046,0.945430426159028,-6.99481845869649,2.65602622690442e-12,2.75987685237638e-08
"TRINITY_DN773_c3_g1",170.839864938525,7.88498883624688,1.20307475093961,6.55403068686183,5.60044505269043e-11,4.84951871187552e-07
"TRINITY_DN4256_c0_g1",5528.95794930074,5.8371007542065,0.901259328330749,6.47660509103144,9.38092876774523e-11,6.96265934468862e-07
"TRINITY_DN1327_c0_g1",397.92922679058,-9.15496240025919,1.43123879000483,-6.39653037927254,1.58947221143966e-10,1.03226285931684e-06
"TRINITY_DN4193_c3_g1",142.143209065394,10.5436627487515,1.66865540774369,6.31865794448741,2.63844545675298e-10,1.52311593006223e-06
"TRINITY_DN887_c0_g1",1132.41829630106,3.53205057948253,0.573731205123834,6.15628110853787,7.44729859153629e-10,3.86924398323268e-06
"TRINITY_DN44339_c0_g1",114.469713411447,10.0703445384784,1.67475331478718,6.01303156086485,1.82085569028212e-09,8.6002324898734e-06
"TRINITY_DN74860_c0_g1",15.5951703160594,21.078653994012,3.5790885369355,5.88939160808244,3.8761994035897e-09,1.67823283344586e-05
"TRINITY_DN66504_c0_g1",695.331033930965,-3.30557033139827,0.571193137748882,-5.78713243024205,7.15981322852954e-09,2.838305463334e-05
"TRINITY_DN97555_c0_g1",265.529427853863,7.69548885278622,1.33231372485883,5.77603360920237,7.64821027556076e-09,2.838305463334e-05
"TRINITY_DN5750_c0_g1",128.574725835982,-4.14156470504097,0.739617201662958,-5.5996057091818,2.14839893911351e-08,7.44133779210951e-05
"TRINITY_DN3695_c0_g1",126.843839672161,-9.486049070766,1.70488287941088,-5.56404735206437,2.6358837052925e-08,8.5592086192795e-05
"TRINITY_DN289_c3_g1",672.312630323101,5.04737320280977,0.913890560411962,5.52295145770465,3.33351857165805e-08,9.62183096613854e-05
"TRINITY_DN6349_c0_g1",104.64038190091,10.4326830875094,1.88812366097227,5.52542362725181,3.28691537997751e-08,9.62183096613854e-05
"TRINITY_DN37199_c0_g1",1738.63425116723,-4.70099209404245,0.89179311760713,-5.27139310814173,1.35392131364895e-07,0.000334966580241101
"TRINITY_DN60244_c0_g1",18.0129400201534,30.8943327597348,5.84473070443994,5.28584366363807,1.25126723816631e-07,0.000334966580241101
"TRINITY_DN743_c0_g1",6307.15871126731,-2.54926883377119,0.483200988330703,-5.27579391461524,1.32182569643468e-07,0.000334966580241101
"TRINITY_DN30810_c0_g1",153.494012590488,-8.10143488323262,1.55032392143263,-5.22564012025707,1.73553631058354e-07,0.000375707454234866
"TRINITY_DN5773_c0_g1",138.236688740418,4.70880184310043,0.898419949651131,5.24120356513557,1.59532601520769e-07,0.000375707454234866
"TRINITY_DN6767_c1_g1",274.876085928626,-3.64859787310686,0.697391618643077,-5.23177763479002,1.67887638183747e-07,0.000375707454234866
"TRINITY_DN1055_c2_g1",79.5048553063259,6.41114397776284,1.23632976941729,5.18562614631898,2.15290302921163e-07,0.000447416307530761
"TRINITY_DN19604_c0_g1",654.804052358435,2.75090373698819,0.537752599837727,5.11555636889214,3.12817507079899e-07,0.000601941984456895
"TRINITY_DN81550_c0_g1",388.86158223553,3.61700133785891,0.706590496589492,5.1189498801882,3.07241590649343e-07,0.000601941984456895
"TRINITY_DN3547_c0_g1",110.355461839395,6.72682609034725,1.32140385831839,5.09066630008767,3.56807480987848e-07,0.000662069024097273
"TRINITY_DN11286_c0_g1",32.8188483958169,-10.2925447252367,2.03203053104505,-5.06515259883591,4.08073327010014e-07,0.000731084472579492
"TRINITY_DN1916_c0_g1",126.56983127105,5.07222293464871,1.01686540705259,4.98809665415864,6.09770616879678e-07,0.00105121415471716
"TRINITY_DN91_c23_g1",331.59550468988,-5.91890942120483,1.18790646895032,-4.98263926993765,6.27228155061723e-07,0.00105121415471716
"TRINITY_DN24252_c0_g1",184.424513855955,3.87158510046749,0.778411351768613,4.97370071964,6.56866932267275e-07,0.00106648504581082
"TRINITY_DN194_c0_g1",3090.14646485001,3.08222767815581,0.621723687106726,4.95755227293875,7.13868390710114e-07,0.00112391006785891
"TRINITY_DN68779_c0_g1",1153.82199715967,-4.2844826952133,0.866800256098441,-4.94287197663993,7.69800377069531e-07,0.00117632289972493
"TRINITY_DN18716_c0_g1",151.995296086983,7.2021754540876,1.46114455313196,4.92913273957031,8.25954442492522e-07,0.00122173518974705
"TRINITY_DN4037_c0_g1",574.219848432721,28.6180330736027,5.81157249856632,4.92431834596618,8.46549260531108e-07,0.00122173518974705
"TRINITY_DN706_c0_g1",371.693621718501,5.20570944876131,1.05955589330693,4.91310508642824,8.96451965371592e-07,0.00125878815840219
"TRINITY_DN1578_c4_g1",129.881682743402,-4.34772704036168,0.891860582451466,-4.87489538825793,1.08866130611604e-06,0.00148845784629628
"TRINITY_DN1997_c0_g1",924.346350816427,3.65873399883396,0.754549895926746,4.84889603535134,1.24150463482562e-06,0.00165390700775295
"TRINITY_DN1031_c0_g1",26.9293989366416,10.2411250991682,2.12190825797165,4.82637506154854,1.39040550462639e-06,0.00169396637504766
"TRINITY_DN1327_c0_g3",71.1678713686942,-9.89869187341878,2.04892652885425,-4.83115999232734,1.35739868685974e-06,0.00169396637504766
"TRINITY_DN34782_c0_g1",83.1628488602148,4.04803221242117,0.839018905065465,4.82472109744097,1.40199315036184e-06,0.00169396637504766
"TRINITY_DN514_c0_g1",813.373203285601,3.90540204278249,0.808831745339305,4.82844802430964,1.37601237525223e-06,0.00169396637504766
"TRINITY_DN1038_c0_g1",942.557732271354,-3.24523424177602,0.677556594674879,-4.78961354266388,1.67102824028503e-06,0.00188788088921192
"TRINITY_DN1181_c1_g1",111.378907322491,-6.31247223472293,1.31796564351455,-4.78955750158235,1.67149496494559e-06,0.00188788088921192
"TRINITY_DN7305_c3_g1",17.2612579865841,20.84678904583,4.34529347814357,4.79755605707358,1.6061326769994e-06,0.00188788088921192
"TRINITY_DN98805_c0_g1",49.1395478592582,8.53163829831339,1.8266240688302,4.67071382880506,3.00154851820617e-06,0.00331798836730642
"TRINITY_DN8000_c0_g1",35.4484571528829,9.49923661969383,2.04069880211673,4.65489400485789,3.24147418027049e-06,0.00350855814658236
"TRINITY_DN1064_c0_g1",3128.88061204712,2.4276224501374,0.522889290421078,4.64270830290376,3.43871668017483e-06,0.0036460923493568
"TRINITY_DN91_c24_g1",66.2264732817128,-7.29966310255713,1.57763675159575,-4.62696060748689,3.71071058232883e-06,0.00385579936609788
"TRINITY_DN4654_c0_g1",98.890004652429,-6.07511195285683,1.31726444002685,-4.6119152451523,3.98975680659073e-06,0.00401127917777462
"TRINITY_DN52968_c0_g1",57.1727539381905,6.20348240012678,1.34547767029031,4.61061713405343,4.01475348367396e-06,0.00401127917777462
"TRINITY_DN1567_c1_g1",170.140652059609,3.2174664498421,0.699827061174734,4.59751648420289,4.27556810156701e-06,0.0041912668059795
"TRINITY_DN1376_c0_g1",668.447187270453,-4.8245805977065,1.0533470615991,-4.58023834080124,4.64446346968307e-06,0.00446857591791451
"TRINITY_DN4628_c0_g1",65.2007268175988,6.1022847935793,1.34954380725273,4.52173894673472,6.13336722189371e-06,0.00579380170933614
"TRINITY_DN38814_c0_g1",69.8512194033516,4.4262696090567,0.984625586804874,4.49538349233846,6.94446742900783e-06,0.00644285366560896
"TRINITY_DN2441_c0_g1",41.4874641595134,8.30723726101514,1.84969541594975,4.49113794054017,7.08436485509263e-06,0.00645733642186557
"TRINITY_DN28311_c0_g1",59.5138089927887,-9.08289811271705,2.02855826818874,-4.47751403307089,7.55172650058894e-06,0.00676465431617411
"TRINITY_DN98006_c0_g1",185.758970294926,3.69533094701043,0.834426535039979,4.42858752907873,9.48522241507112e-06,0.00835262255211898
"TRINITY_DN1237_c0_g1",7531.87675247566,-4.03318068808957,0.914402803209821,-4.41072651344892,1.03024371452486e-05,0.00873179537939595
"TRINITY_DN49329_c0_g1",480.721845631616,4.96797235822345,1.12696667875716,4.40826907473628,1.04200041097594e-05,0.00873179537939595
"TRINITY_DN54404_c0_g1",111.828088030484,4.42621313587377,1.00340195950827,4.41120639035117,1.02796275520706e-05,0.00873179537939595
"TRINITY_DN9965_c0_g1",127.947686664095,6.17715069061875,1.4062398353907,4.39267224207352,1.11965860672382e-05,0.00923362903370415
"TRINITY_DN667_c0_g1",243.485232865454,3.90751695863541,0.905515085521512,4.31524225395423,1.59427970746224e-05,0.0129423128439376
"TRINITY_DN1600_c0_g1",414.227175841955,3.14536524115274,0.731393291831075,4.30051147075492,1.70404350074597e-05,0.0135534445362942
"TRINITY_DN282_c0_g1",773.73547561224,3.95669528305442,0.920914490525134,4.29648498721981,1.73527714418745e-05,0.0135534445362942
"TRINITY_DN9230_c2_g1",34.3614780694192,8.25301197470011,1.9215899209796,4.29488721011445,1.7478217379111e-05,0.0135534445362942
"TRINITY_DN82831_c0_g1",183.987139734268,6.64975776785604,1.55553810842153,4.27489222659021,1.91229775250075e-05,0.0146107984898789
"TRINITY_DN5030_c0_g1",45.5523319955183,10.7123361988451,2.51247666954804,4.2636559888025,2.01108989780453e-05,0.0151429240058601
"TRINITY_DN782_c2_g1",44.1856930601694,5.21574133249294,1.22470167140199,4.25878518359673,2.05540873895447e-05,0.0152555372903399
"TRINITY_DN50858_c0_g1",177.926369205946,4.65518895901049,1.09624717430356,4.24647749898912,2.17157577394894e-05,0.0157119561561417
"TRINITY_DN56553_c1_g1",35.3288024241043,5.69217384618644,1.34063511885771,4.24587851393634,2.1773858978774e-05,0.0157119561561417
"TRINITY_DN34269_c0_g1",137.694258691318,3.2197708572251,0.760098368701738,4.23599232652549,2.27544547608938e-05,0.0161946259877019
